file,mean_f_turb,rms,crest_factor,spec_entropy,sk_val,sk_int,cage_energy,cage_snr,ball_energy,ball_snr,inner_energy,inner_snr,outer_energy,outer_snr,rms_sk,snr_entropy,rms_entropy,kurt_entropy,cf_snr,degradation_index,predicted_rank,w_rms,w_sk_val,w_sk_int,w_inner_snr,w_outer_snr,w_cage_snr,w_ball_snr,w_crest_factor,w_spec_entropy,w_rms_sk,w_snr_entropy,w_rms_entropy,w_kurt_entropy,w_cf_snr,file_num,nth_excitation,nth_rank,hybrid_index,hybrid_rank
file_01.csv,536.0200172019256,39.058375016614406,3.4505326531853253,0.5925843130459363,2536020.169213604,48177263020.00362,0.0,0.0,0.6301798770418152,282.64032645809505,1.6725040313706585,750.1304034779836,2.147220058966426,963.0440459198776,1881824659136.1887,1015.2003042242816,23.14538032791101,28550593116.912075,5911.36437825011,0.4116829569543959,16,0.0998406211347343,0.0078750044320813,0.0322427002192969,0.0269769851763366,0.025738266972692,0.1188243548990393,0.1351023468827938,0.0404679186110558,0.1199451617496552,0.1302076597263898,0.0750570074361459,0.0358428242729614,0.1206016973819325,0.0312774511047384,1,1.3095066421000696,29,0.7331431268337061,27
file_02.csv,536.6159249667643,36.35915571069878,3.4952753409622592,0.6304364522774991,11039033.759504495,209710648028.49857,0.0,0.0,0.716858900940814,312.25194055600053,1.321038611713059,575.4226801333455,3.3957587197874237,1479.136617431953,7625303475807.082,1295.269074550817,22.92213713405811,132216196357.18184,7181.250449324729,0.5089814121179217,34,0.0998406211347343,0.0078750044320813,0.0322427002192969,0.0269769851763366,0.025738266972692,0.1188243548990393,0.1351023468827938,0.0404679186110558,0.1199451617496552,0.1302076597263898,0.0750570074361459,0.0358428242729614,0.1206016973819325,0.0312774511047384,2,1.1407764758183438,15,0.6785016627495617,13
file_03.csv,536.272021144521,24.403412800438023,4.0615615249645165,0.7501905517854324,2022804.2886062136,38427602201.50148,0.0,0.0,0.5136110001972994,447.21040090105424,0.9347448934974952,813.8993097901841,0.8836728251719494,769.429934831432,937814002782.331,1187.798639680702,18.307209714208287,28829541588.00091,6430.789141306287,1.0,53,0.0998406211347343,0.0078750044320813,0.0322427002192969,0.0269769851763366,0.025738266972692,0.1188243548990393,0.1351023468827938,0.0404679186110558,0.1199451617496552,0.1302076597263898,0.0750570074361459,0.0358428242729614,0.1206016973819325,0.0312774511047384,3,1.4019198136041306,40,0.9555523095879752,53
file_04.csv,536.2095343620947,39.77783250257456,4.070135315973113,0.6566880130545567,9523329.898334136,180916530182.58432,0.0,0.0,0.6138961032671588,166.56628723047805,1.5887932755764191,431.0817346471192,2.309113785619885,626.5237847519564,7196846251971.377,694.5168671297114,26.12162578973265,118811970590.91464,4304.597574874265,0.707460463233057,49,0.0998406211347343,0.0078750044320813,0.0322427002192969,0.0269769851763366,0.025738266972692,0.1188243548990393,0.1351023468827938,0.0404679186110558,0.1199451617496552,0.1302076597263898,0.0750570074361459,0.0358428242729614,0.1206016973819325,0.0312774511047384,4,1.4091813071443184,44,0.8713982104832202,50
file_05.csv,536.7487358822428,31.659204163356456,4.047645180230025,0.6726911426201756,6977562.238323486,132554092183.1238,0.0,0.0,0.6569985051085818,247.2351975488427,1.0683233237476817,402.0208964541589,1.825193362990802,686.8387647081316,4196777971181.3545,732.4662496202784,21.29686622309368,89172657473.96045,4407.317559450443,0.4639611632597695,29,0.0998406211347343,0.0078750044320813,0.0322427002192969,0.0269769851763366,0.025738266972692,0.1188243548990393,0.1351023468827938,0.0404679186110558,0.1199451617496552,0.1302076597263898,0.0750570074361459,0.0358428242729614,0.1206016973819325,0.0312774511047384,5,1.439325833678881,50,0.813325267125683,43
file_06.csv,535.8992921613627,28.728897532927306,3.572412919908766,0.6459716658200183,87037.64586296426,1653470882.8075974,0.0,0.0,0.6482012250097171,294.679682259922,1.0585705330276611,481.2382579462592,2.2400521791377037,1018.3533120969478,47504896061.46782,968.693664550467,18.558053796517665,1068151564.4052072,5357.160299408623,0.4567349991717552,28,0.0998406211347343,0.0078750044320813,0.0322427002192969,0.0269769851763366,0.025738266972692,0.1188243548990393,0.1351023468827938,0.0404679186110558,0.1199451617496552,0.1302076597263898,0.0750570074361459,0.0358428242729614,0.1206016973819325,0.0312774511047384,6,0.7285337078642805,8,0.4580112291510946,7
file_07.csv,536.5514298881735,30.652423997839072,3.433765675046933,0.6302084175222413,11093496.354226165,210745284417.85303,0.0,0.0,0.6067088299306571,313.06453541273174,1.418997877992138,732.2094050881614,4.088380792866298,2109.623216881994,6460193856075.088,1790.9468395548934,19.31741562089893,132820443408.032,9758.187311549746,0.6767566778333511,45,0.0998406211347343,0.0078750044320813,0.0322427002192969,0.0269769851763366,0.025738266972692,0.1188243548990393,0.1351023468827938,0.0404679186110558,0.1199451617496552,0.1302076597263898,0.0750570074361459,0.0358428242729614,0.1206016973819325,0.0312774511047384,7,0.6349758576888834,6,0.4775349468309052,8
file_08.csv,536.1431061240706,44.84107959548568,3.3804546735890755,0.672338664242397,22897.03203887625,434979301.3014504,0.0,0.0,2.9476863881651294,1262.0498240145232,1.5060611869263951,644.8190226568576,1.936564051282294,829.1385168810422,19505968199.68324,990.9986432829216,30.148391558415845,292468796.9700444,4982.646653202748,0.5341691233004588,36,0.0998406211347343,0.0078750044320813,0.0322427002192969,0.0269769851763366,0.025738266972692,0.1188243548990393,0.1351023468827938,0.0404679186110558,0.1199451617496552,0.1302076597263898,0.0750570074361459,0.0358428242729614,0.1206016973819325,0.0312774511047384,8,1.1380750613701907,14,0.6847158196820056,15
file_09.csv,536.2212110024323,34.555106665404786,3.4902876194937966,0.7409781419703099,1314332.2204093426,24968622025.0412,0.0,0.0,0.6256108506367608,280.7368234434465,0.9417324461444904,422.59333449082607,0.9559637021444984,428.9794730927801,862838814253.544,630.9968367157406,25.60457873251751,18502177047.120598,2972.2340274066337,0.4672367121804906,30,0.0998406211347343,0.0078750044320813,0.0322427002192969,0.0269769851763366,0.025738266972692,0.1188243548990393,0.1351023468827938,0.0404679186110558,0.1199451617496552,0.1302076597263898,0.0750570074361459,0.0358428242729614,0.1206016973819325,0.0312774511047384,9,1.4044077488978366,41,0.7969594158139378,41
file_10.csv,535.9961304521883,36.118198829232455,3.439983564593709,0.6043742478798741,2629718.1834510635,49957262222.72994,0.0,0.0,0.5651970643695142,263.9469278351557,2.0596520414795885,961.8571344923408,1.937550591007072,904.835778989746,1804461310608.878,1128.181125608427,21.82890925219312,30194472115.94932,6421.392942521924,0.4221988623441103,18,0.0998406211347343,0.0078750044320813,0.0322427002192969,0.0269769851763366,0.025738266972692,0.1188243548990393,0.1351023468827938,0.0404679186110558,0.1199451617496552,0.1302076597263898,0.0750570074361459,0.0358428242729614,0.1206016973819325,0.0312774511047384,10,1.348304166366238,35,0.7555738545703654,33
