file,mean_f_turb,rms,crest_factor,spec_entropy,sk_val,sk_int,cage_energy,cage_snr,ball_energy,ball_snr,inner_energy,inner_snr,outer_energy,outer_snr,rms_sk,snr_entropy,rms_entropy,kurt_entropy,cf_snr,degradation_index,predicted_rank,w_rms,w_sk_val,w_sk_int,w_inner_snr,w_outer_snr,w_cage_snr,w_ball_snr,w_crest_factor,w_spec_entropy,w_rms_sk,w_snr_entropy,w_rms_entropy,w_kurt_entropy,w_cf_snr
file_01.csv,536.0200172019256,39.058375016614406,3.4505326531853253,0.5925843130459363,2536020.169213604,48177263020.00362,0.0,0.0,0.6301798770418152,282.64032645809505,1.6725040313706585,750.1304034779836,2.147220058966426,963.0440459198775,1881824659136.1892,1015.2003042242816,23.145380327911006,28550593116.912075,5911.36437825011,0.41168295695439594,16,0.09984062113473438,0.007875004432081398,0.0322427002192969,0.026976985176336635,0.025738266972692055,0.1188243548990393,0.13510234688279385,0.04046791861105588,0.11994516174965524,0.13020765972638984,0.0750570074361459,0.03584282427296149,0.12060169738193252,0.031277451104738486
file_02.csv,536.6159249667643,36.35915571069878,3.4952753409622592,0.6304364522774991,11039033.759504497,209710648028.49857,0.0,0.0,0.716858900940814,312.25194055600053,1.321038611713059,575.4226801333455,3.3957587197874233,1479.136617431953,7625303475807.082,1295.2690745508173,22.92213713405811,132216196357.18185,7181.250449324729,0.5089814121179217,34,0.09984062113473438,0.007875004432081398,0.0322427002192969,0.026976985176336635,0.025738266972692055,0.1188243548990393,0.13510234688279385,0.04046791861105588,0.11994516174965524,0.13020765972638984,0.0750570074361459,0.03584282427296149,0.12060169738193252,0.031277451104738486
file_03.csv,536.272021144521,24.403412800438026,4.0615615249645165,0.7501905517854324,2022804.2886062139,38427602201.50148,0.0,0.0,0.5136110001972994,447.21040090105424,0.9347448934974953,813.8993097901841,0.8836728251719494,769.429934831432,937814002782.331,1187.7986396807019,18.307209714208287,28829541588.00091,6430.789141306287,1.0,53,0.09984062113473438,0.007875004432081398,0.0322427002192969,0.026976985176336635,0.025738266972692055,0.1188243548990393,0.13510234688279385,0.04046791861105588,0.11994516174965524,0.13020765972638984,0.0750570074361459,0.03584282427296149,0.12060169738193252,0.031277451104738486
file_04.csv,536.2095343620947,39.77783250257456,4.070135315973113,0.6566880130545567,9523329.898334136,180916530182.58432,0.0,0.0,0.6138961032671588,166.56628723047803,1.5887932755764191,431.0817346471192,2.309113785619885,626.5237847519564,7196846251971.377,694.5168671297114,26.121625789732654,118811970590.91464,4304.597574874265,0.707460463233057,49,0.09984062113473438,0.007875004432081398,0.0322427002192969,0.026976985176336635,0.025738266972692055,0.1188243548990393,0.13510234688279385,0.04046791861105588,0.11994516174965524,0.13020765972638984,0.0750570074361459,0.03584282427296149,0.12060169738193252,0.031277451104738486
file_05.csv,536.7487358822428,31.659204163356456,4.047645180230025,0.6726911426201756,6977562.238323486,132554092183.12381,0.0,0.0,0.6569985051085818,247.2351975488427,1.0683233237476817,402.02089645415884,1.825193362990802,686.8387647081316,4196777971181.3545,732.4662496202784,21.296866223093676,89172657473.96045,4407.317559450443,0.4639611632597695,29,0.09984062113473438,0.007875004432081398,0.0322427002192969,0.026976985176336635,0.025738266972692055,0.1188243548990393,0.13510234688279385,0.04046791861105588,0.11994516174965524,0.13020765972638984,0.0750570074361459,0.03584282427296149,0.12060169738193252,0.031277451104738486
file_06.csv,535.8992921613627,28.728897532927302,3.572412919908766,0.6459716658200183,87037.64586296426,1653470882.8075974,0.0,0.0,0.6482012250097171,294.679682259922,1.0585705330276611,481.23825794625924,2.2400521791377033,1018.3533120969478,47504896061.46782,968.693664550467,18.558053796517665,1068151564.4052072,5357.160299408623,0.45673499917175525,28,0.09984062113473438,0.007875004432081398,0.0322427002192969,0.026976985176336635,0.025738266972692055,0.1188243548990393,0.13510234688279385,0.04046791861105588,0.11994516174965524,0.13020765972638984,0.0750570074361459,0.03584282427296149,0.12060169738193252,0.031277451104738486
file_07.csv,536.5514298881735,30.652423997839072,3.433765675046933,0.6302084175222413,11093496.354226163,210745284417.85306,0.0,0.0,0.6067088299306571,313.06453541273174,1.418997877992138,732.2094050881614,4.088380792866298,2109.623216881994,6460193856075.088,1790.9468395548934,19.317415620898934,132820443408.03201,9758.187311549746,0.6767566778333511,45,0.09984062113473438,0.007875004432081398,0.0322427002192969,0.026976985176336635,0.025738266972692055,0.1188243548990393,0.13510234688279385,0.04046791861105588,0.11994516174965524,0.13020765972638984,0.0750570074361459,0.03584282427296149,0.12060169738193252,0.031277451104738486
file_08.csv,536.1431061240706,44.84107959548568,3.3804546735890755,0.672338664242397,22897.03203887625,434979301.3014504,0.0,0.0,2.9476863881651294,1262.0498240145232,1.5060611869263953,644.8190226568576,1.9365640512822941,829.1385168810422,19505968199.68324,990.9986432829215,30.148391558415845,292468796.9700444,4982.646653202748,0.5341691233004588,36,0.09984062113473438,0.007875004432081398,0.0322427002192969,0.026976985176336635,0.025738266972692055,0.1188243548990393,0.13510234688279385,0.04046791861105588,0.11994516174965524,0.13020765972638984,0.0750570074361459,0.03584282427296149,0.12060169738193252,0.031277451104738486
file_09.csv,536.2212110024323,34.555106665404786,3.4902876194937966,0.7409781419703099,1314332.2204093426,24968622025.0412,0.0,0.0,0.6256108506367608,280.73682344344655,0.9417324461444905,422.59333449082607,0.9559637021444984,428.9794730927801,862838814253.544,630.9968367157406,25.60457873251751,18502177047.120594,2972.2340274066337,0.4672367121804906,30,0.09984062113473438,0.007875004432081398,0.0322427002192969,0.026976985176336635,0.025738266972692055,0.1188243548990393,0.13510234688279385,0.04046791861105588,0.11994516174965524,0.13020765972638984,0.0750570074361459,0.03584282427296149,0.12060169738193252,0.031277451104738486
file_10.csv,535.9961304521883,36.118198829232455,3.439983564593709,0.6043742478798741,2629718.1834510635,49957262222.72994,0.0,0.0,0.5651970643695142,263.9469278351557,2.0596520414795885,961.8571344923408,1.937550591007072,904.8357789897459,1804461310608.878,1128.181125608427,21.828909252193117,30194472115.949318,6421.392942521924,0.42219886234411036,18,0.09984062113473438,0.007875004432081398,0.0322427002192969,0.026976985176336635,0.025738266972692055,0.1188243548990393,0.13510234688279385,0.04046791861105588,0.11994516174965524,0.13020765972638984,0.0750570074361459,0.03584282427296149,0.12060169738193252,0.031277451104738486
